Year Opened,state,county,county_id,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,Power_Capacity_Level3_kW,Power_Capacity_Level1_kW,Power_Capacity_Level2_kW,Power_Capacity_kW,All_Ports,id
2016,Illinois,Jefferson County,17081,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,17081
2016,Illinois,Jo Daviess County,17085,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,17085
2016,Illinois,Kane County,17089,0.0,0.0,7.0,0.0,0.0,91.0,91.0,7.0,17089
2016,Illinois,LaSalle County,17099,20.0,0.0,0.0,4000.0,0.0,0.0,4000.0,20.0,17099
2016,Illinois,Lake County,17097,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,17097
2016,Illinois,Peoria County,17143,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,17143
2016,Florida,Seminole County,12117,0.0,0.0,5.0,0.0,0.0,65.0,65.0,5.0,12117
2016,Florida,Polk County,12105,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,12105
2016,California,Los Angeles County,6037,20.0,0.0,469.0,4000.0,0.0,6097.0,10097.0,489.0,6037
2016,Colorado,Adams County,8001,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,8001
2016,California,Sonoma County,6097,0.0,0.0,26.0,0.0,0.0,338.0,338.0,26.0,6097
2016,California,Stanislaus County,6099,0.0,0.0,14.0,0.0,0.0,182.0,182.0,14.0,6099
2016,California,Trinity County,6105,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,6105
2016,California,Tulare County,6107,1.0,0.0,5.0,200.0,0.0,65.0,265.0,6.0,6107
2016,California,Tuolumne County,6109,0.0,0.0,5.0,0.0,0.0,65.0,65.0,5.0,6109
2016,California,Ventura County,6111,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,6111
2016,California,Yolo County,6113,0.0,0.0,23.0,0.0,0.0,299.0,299.0,23.0,6113
2016,Colorado,Arapahoe County,8005,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,8005
2016,California,Santa Clara County,6085,5.0,0.0,167.0,1000.0,0.0,2171.0,3171.0,172.0,6085
2016,Colorado,Boulder County,8013,0.0,0.0,19.0,0.0,0.0,247.0,247.0,19.0,8013
2016,Colorado,Chaffee County,8015,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,8015
2016,Colorado,Delta County,8029,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8029
2016,Colorado,Denver County,8031,0.0,0.0,24.0,0.0,0.0,312.0,312.0,24.0,8031
2016,Colorado,Dolores County,8033,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,8033
2016,Colorado,Eagle County,8037,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,8037
2016,Colorado,El Paso County,8041,0.0,0.0,7.0,0.0,0.0,91.0,91.0,7.0,8041
2016,California,Solano County,6095,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,6095
2016,California,Santa Barbara County,6083,0.0,0.0,9.0,0.0,0.0,117.0,117.0,9.0,6083
2016,Colorado,Grand County,8049,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8049
2016,California,Orange County,6059,0.0,0.0,54.0,0.0,0.0,702.0,702.0,54.0,6059
2016,California,Madera County,6039,2.0,0.0,3.0,400.0,0.0,39.0,439.0,5.0,6039
2016,California,Marin County,6041,0.0,0.0,14.0,0.0,0.0,182.0,182.0,14.0,6041
2016,California,Mendocino County,6045,8.0,0.0,7.0,1600.0,0.0,91.0,1691.0,15.0,6045
2016,California,Modoc County,6049,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,6049
2016,California,Mono County,6051,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,6051
2016,California,Monterey County,6053,0.0,0.0,11.0,0.0,0.0,143.0,143.0,11.0,6053
2016,California,Napa County,6055,12.0,0.0,23.0,2400.0,0.0,299.0,2699.0,35.0,6055
2016,California,Placer County,6061,2.0,0.0,1.0,400.0,0.0,13.0,413.0,3.0,6061
2016,California,San Mateo County,6081,2.0,0.0,34.0,400.0,0.0,442.0,842.0,36.0,6081
2016,California,Riverside County,6065,10.0,0.0,47.0,2000.0,0.0,611.0,2611.0,57.0,6065
2016,California,Sacramento County,6067,31.0,0.0,24.0,6200.0,0.0,312.0,6512.0,55.0,6067
2016,California,San Bernardino County,6071,8.0,0.0,148.0,1600.0,0.0,1924.0,3524.0,156.0,6071
2016,California,San Diego County,6073,1.0,0.0,121.0,200.0,0.0,1573.0,1773.0,122.0,6073
2016,California,San Francisco County,6075,0.0,0.0,30.0,0.0,0.0,390.0,390.0,30.0,6075
2016,California,San Joaquin County,6077,0.0,0.0,26.0,0.0,0.0,338.0,338.0,26.0,6077
2016,California,San Luis Obispo County,6079,0.0,0.0,37.0,0.0,0.0,481.0,481.0,37.0,6079
2016,Colorado,Garfield County,8045,0.0,0.0,10.0,0.0,0.0,130.0,130.0,10.0,8045
2016,Colorado,Gunnison County,8051,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8051
2016,Florida,Pinellas County,12103,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,12103
2016,Florida,Manatee County,12081,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,12081
2016,Florida,Broward County,12011,0.0,0.0,17.0,0.0,0.0,221.0,221.0,17.0,12011
2016,Florida,Citrus County,12017,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,12017
2016,Florida,Collier County,12021,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,12021
2016,Florida,Duval County,12031,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,12031
2016,Florida,Highlands County,12055,0.0,0.0,5.0,0.0,0.0,65.0,65.0,5.0,12055
2016,Florida,Lee County,12071,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,12071
2016,Florida,Leon County,12073,0.0,0.0,5.0,0.0,0.0,65.0,65.0,5.0,12073
2016,Florida,Marion County,12083,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,12083
2016,Florida,Bay County,12005,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,12005
2016,Florida,Miami-Dade County,12086,0.0,0.0,59.0,0.0,0.0,767.0,767.0,59.0,12086
2016,Florida,Monroe County,12087,0.0,0.0,10.0,0.0,0.0,130.0,130.0,10.0,12087
2016,Florida,Nassau County,12089,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,12089
2016,Florida,Okaloosa County,12091,0.0,0.0,9.0,0.0,0.0,117.0,117.0,9.0,12091
2016,Florida,Orange County,12095,0.0,0.0,29.0,0.0,0.0,377.0,377.0,29.0,12095
2016,Florida,Osceola County,12097,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,12097
2016,Florida,Palm Beach County,12099,0.0,0.0,18.0,0.0,0.0,234.0,234.0,18.0,12099
2016,Florida,Brevard County,12009,0.0,0.0,7.0,0.0,0.0,91.0,91.0,7.0,12009
2016,Delaware,Sussex County,10005,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,10005
2016,Colorado,Jefferson County,8059,0.0,0.0,25.0,0.0,0.0,325.0,325.0,25.0,8059
2016,Connecticut,Fairfield County,9001,0.0,0.0,29.0,0.0,0.0,377.0,377.0,29.0,9001
2016,Colorado,Kit Carson County,8063,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8063
2016,Colorado,Larimer County,8069,0.0,0.0,19.0,0.0,0.0,247.0,247.0,19.0,8069
2016,Colorado,Mesa County,8077,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,8077
2016,Colorado,Montrose County,8085,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,8085
2016,Colorado,Pitkin County,8097,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8097
2016,Colorado,Routt County,8107,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8107
2016,Colorado,San Miguel County,8113,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,8113
2016,Connecticut,Hartford County,9003,0.0,0.0,52.0,0.0,0.0,676.0,676.0,52.0,9003
2016,Delaware,Kent County,10001,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,10001
2016,Connecticut,Litchfield County,9005,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,9005
2016,Connecticut,Middlesex County,9007,0.0,0.0,22.0,0.0,0.0,286.0,286.0,22.0,9007
2016,Connecticut,New Haven County,9009,0.0,0.0,40.0,0.0,0.0,520.0,520.0,40.0,9009
2016,Connecticut,New London County,9011,0.0,0.0,17.0,0.0,0.0,221.0,221.0,17.0,9011
2016,Connecticut,Tolland County,9013,0.0,0.0,10.0,0.0,0.0,130.0,130.0,10.0,9013
2016,Connecticut,Windham County,9015,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,9015
2016,District Of Columbia,District of Columbia,11001,0.0,0.0,43.0,0.0,0.0,559.0,559.0,43.0,11001
2014,Nebraska,Lancaster County,31109,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,31109
2014,Nebraska,Clay County,31035,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,31035
2014,North Carolina,Wake County,37183,1.0,0.0,36.0,200.0,0.0,468.0,668.0,37.0,37183
2011,Texas,Smith County,48423,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,48423
2012,Connecticut,Middlesex County,9007,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,9007
2012,Connecticut,New Haven County,9009,0.0,0.0,5.0,0.0,0.0,65.0,65.0,5.0,9009
2012,Connecticut,New London County,9011,0.0,0.0,11.0,0.0,0.0,143.0,143.0,11.0,9011
2012,Connecticut,Tolland County,9013,0.0,0.0,5.0,0.0,0.0,65.0,65.0,5.0,9013
2012,Connecticut,Windham County,9015,1.0,0.0,1.0,200.0,0.0,13.0,213.0,2.0,9015
2012,District Of Columbia,District of Columbia,11001,12.0,0.0,25.0,2400.0,0.0,325.0,2725.0,37.0,11001
2012,Delaware,Kent County,10001,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,10001
2012,Delaware,New Castle County,10003,2.0,0.0,6.0,400.0,0.0,78.0,478.0,8.0,10003
2012,Florida,Alachua County,12001,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,12001
2012,Florida,Bay County,12005,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,12005
2012,Florida,Brevard County,12009,1.0,0.0,12.0,200.0,0.0,156.0,356.0,13.0,12009
2012,Florida,Broward County,12011,0.0,0.0,9.0,0.0,0.0,117.0,117.0,9.0,12011
2012,Florida,Charlotte County,12015,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,12015
2012,Florida,Citrus County,12017,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,12017
2012,Florida,Collier County,12021,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,12021
2012,Florida,Duval County,12031,2.0,0.0,4.0,400.0,0.0,52.0,452.0,6.0,12031
2012,Florida,Escambia County,12033,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,12033
2012,Connecticut,Hartford County,9003,0.0,0.0,25.0,0.0,0.0,325.0,325.0,25.0,9003
2012,Colorado,Weld County,8123,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,8123
2012,Colorado,Pueblo County,8101,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,8101
2012,Colorado,Arapahoe County,8005,2.0,0.0,7.0,400.0,0.0,91.0,491.0,9.0,8005
2012,California,Santa Barbara County,6083,0.0,0.0,5.0,0.0,0.0,65.0,65.0,5.0,6083
2012,California,Santa Clara County,6085,12.0,0.0,53.0,2400.0,0.0,689.0,3089.0,65.0,6085
2012,California,Santa Cruz County,6087,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,6087
2012,California,Solano County,6095,1.0,0.0,9.0,200.0,0.0,117.0,317.0,10.0,6095
2012,California,Sonoma County,6097,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,6097
2012,California,Ventura County,6111,0.0,0.0,10.0,0.0,0.0,130.0,130.0,10.0,6111
2012,California,Yolo County,6113,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,6113
2012,Colorado,Boulder County,8013,2.0,0.0,5.0,400.0,0.0,65.0,465.0,7.0,8013
2012,Colorado,Mesa County,8077,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8077
2012,Colorado,Denver County,8031,1.0,0.0,4.0,200.0,0.0,52.0,252.0,5.0,8031
2012,Colorado,Douglas County,8035,0.0,0.0,7.0,0.0,0.0,91.0,91.0,7.0,8035
2012,Colorado,El Paso County,8041,2.0,0.0,4.0,400.0,0.0,52.0,452.0,6.0,8041
2012,Colorado,Hinsdale County,8053,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8053
2012,Colorado,Jefferson County,8059,2.0,0.0,4.0,400.0,0.0,52.0,452.0,6.0,8059
2012,Colorado,La Plata County,8067,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8067
2012,Colorado,Larimer County,8069,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8069
2012,Florida,Hillsborough County,12057,0.0,0.0,7.0,0.0,0.0,91.0,91.0,7.0,12057
2012,Florida,Jackson County,12063,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,12063
2012,Florida,Lake County,12069,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,12069
2012,Georgia,Richmond County,13245,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,13245
2012,Georgia,Cobb County,13067,0.0,0.0,9.0,0.0,0.0,117.0,117.0,9.0,13067
2012,Georgia,DeKalb County,13089,0.0,0.0,9.0,0.0,0.0,117.0,117.0,9.0,13089
2012,Georgia,Dougherty County,13095,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,13095
2012,Georgia,Fulton County,13121,0.0,0.0,27.0,0.0,0.0,351.0,351.0,27.0,13121
2012,Georgia,Laurens County,13175,1.0,0.0,4.0,200.0,0.0,52.0,252.0,5.0,13175
2012,Georgia,Lowndes County,13185,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,13185
2012,Georgia,Muscogee County,13215,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,13215
2012,Georgia,Rockdale County,13247,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,13247
2012,Georgia,Cherokee County,13057,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,13057
2012,Georgia,Thomas County,13275,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,13275
2012,Georgia,Tift County,13277,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,13277
2012,Georgia,Union County,13291,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,13291
2012,Hawaii,Hawaii County,15001,0.0,0.0,19.0,0.0,0.0,247.0,247.0,19.0,15001
2012,Hawaii,Honolulu County,15003,0.0,0.0,83.0,0.0,0.0,1079.0,1079.0,83.0,15003
2012,Hawaii,Kauai County,15007,0.0,0.0,26.0,0.0,0.0,338.0,338.0,26.0,15007
2012,Iowa,Dallas County,19049,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,19049
2012,Georgia,Clarke County,13059,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,13059
2012,Georgia,Chatham County,13051,2.0,0.0,6.0,400.0,0.0,78.0,478.0,8.0,13051
2012,Florida,Lee County,12071,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,12071
2012,Florida,Putnam County,12107,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,12107
2012,Florida,Leon County,12073,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,12073
2012,Florida,Marion County,12083,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,12083
2012,Florida,Martin County,12085,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,12085
2012,Florida,Orange County,12095,3.0,0.0,29.0,600.0,0.0,377.0,977.0,32.0,12095
2012,Florida,Pasco County,12101,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,12101
2012,Florida,Pinellas County,12103,0.0,0.0,19.0,0.0,0.0,247.0,247.0,19.0,12103
2012,Florida,Polk County,12105,1.0,0.0,5.0,200.0,0.0,65.0,265.0,6.0,12105
2012,Florida,Sarasota County,12115,0.0,0.0,7.0,0.0,0.0,91.0,91.0,7.0,12115
2012,Georgia,Carroll County,13045,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,13045
2012,Florida,Seminole County,12117,2.0,0.0,5.0,400.0,0.0,65.0,465.0,7.0,12117
2012,Florida,St. Johns County,12109,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,12109
2012,Florida,St. Lucie County,12111,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,12111
2012,Florida,Volusia County,12127,1.0,0.0,5.0,200.0,0.0,65.0,265.0,6.0,12127
2012,Georgia,Baldwin County,13009,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,13009
2012,Georgia,Bibb County,13021,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,13021
2012,Georgia,Bulloch County,13031,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,13031
2012,California,San Mateo County,6081,0.0,0.0,9.0,0.0,0.0,117.0,117.0,9.0,6081
2012,California,San Luis Obispo County,6079,0.0,0.0,11.0,0.0,0.0,143.0,143.0,11.0,6079
2012,California,San Joaquin County,6077,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,6077
2011,Virginia,Rockingham County,51165,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,51165
2011,Virginia,Hanover County,51085,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,51085
2011,Virginia,Henrico County,51087,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,51087
2011,Virginia,Loudoun County,51107,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,51107
2011,Virginia,Manassas city,51683,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,51683
2011,Virginia,Prince William County,51153,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,51153
2011,Virginia,Richmond city,51760,0.0,0.0,12.0,0.0,0.0,156.0,156.0,12.0,51760
2011,Virginia,Roanoke County,51161,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,51161
2011,Vermont,Chittenden County,50007,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,50007
2011,Virginia,Frederick County,51069,1.0,0.0,4.0,200.0,0.0,52.0,252.0,5.0,51069
2011,Washington,Clallam County,53009,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,53009
2011,Washington,Clark County,53011,1.0,0.0,5.0,200.0,0.0,65.0,265.0,6.0,53011
2011,Washington,Franklin County,53021,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,53021
2011,Washington,King County,53033,2.0,0.0,122.0,400.0,0.0,1586.0,1986.0,124.0,53033
2011,Washington,Kitsap County,53035,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,53035
2011,Washington,Pierce County,53053,2.0,0.0,13.0,400.0,0.0,169.0,569.0,15.0,53053
2011,Washington,Skagit County,53057,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,53057
2011,Virginia,Hampton city,51650,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,51650
2011,Virginia,Floyd County,51063,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,51063
2011,Washington,Spokane County,53063,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,53063
2011,Utah,Davis County,49011,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,49011
2011,Texas,Taylor County,48441,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,48441
2011,Texas,Tom Green County,48451,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,48451
2011,Texas,Travis County,48453,2.0,0.0,13.0,400.0,0.0,169.0,569.0,15.0,48453
2011,Texas,Victoria County,48469,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,48469
2011,Texas,Webb County,48479,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,48479
2011,Texas,Wichita County,48485,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,48485
2011,Texas,Williamson County,48491,1.0,0.0,4.0,200.0,0.0,52.0,252.0,5.0,48491
2011,Utah,Salt Lake County,49035,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,49035
2011,Virginia,Fairfax city,51600,1.0,0.0,1.0,200.0,0.0,13.0,213.0,2.0,51600
2011,Utah,Utah County,49049,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,49049
2011,Utah,Weber County,49057,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,49057
2011,Virginia,Albemarle County,51003,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,51003
2011,Virginia,Alexandria city,51510,1.0,0.0,4.0,200.0,0.0,52.0,252.0,5.0,51510
2011,Virginia,Arlington County,51013,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,51013
2011,Virginia,Chesterfield County,51041,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,51041
2011,Virginia,Fairfax County,51059,2.0,0.0,12.0,400.0,0.0,156.0,556.0,14.0,51059
2011,Washington,Snohomish County,53061,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,53061
2011,Washington,Thurston County,53067,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,53067
2012,California,San Diego County,6073,0.0,0.0,32.0,0.0,0.0,416.0,416.0,32.0,6073
2012,California,Los Angeles County,6037,0.0,0.0,147.0,0.0,0.0,1911.0,1911.0,147.0,6037
2012,Alabama,Tuscaloosa County,1125,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,1125
2012,Arizona,Maricopa County,4013,0.0,0.0,26.0,0.0,0.0,338.0,338.0,26.0,4013
2012,Arizona,Pima County,4019,0.0,0.0,9.0,0.0,0.0,117.0,117.0,9.0,4019
2012,California,Alameda County,6001,2.0,0.0,54.0,400.0,0.0,702.0,1102.0,56.0,6001
2012,California,El Dorado County,6017,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,6017
2012,California,Fresno County,6019,0.0,0.0,7.0,0.0,0.0,91.0,91.0,7.0,6019
2012,California,Humboldt County,6023,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,6023
2012,California,Marin County,6041,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,6041
2012,Alabama,Marshall County,1095,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,1095
2012,California,Monterey County,6053,0.0,0.0,7.0,0.0,0.0,91.0,91.0,7.0,6053
2012,California,Napa County,6055,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,6055
2012,California,Orange County,6059,8.0,0.0,31.0,1600.0,0.0,403.0,2003.0,39.0,6059
2012,California,Placer County,6061,1.0,0.0,8.0,200.0,0.0,104.0,304.0,9.0,6061
2012,California,Riverside County,6065,0.0,0.0,24.0,0.0,0.0,312.0,312.0,24.0,6065
2012,California,Sacramento County,6067,0.0,0.0,115.0,0.0,0.0,1495.0,1495.0,115.0,6067
2012,California,San Bernardino County,6071,1.0,0.0,16.0,200.0,0.0,208.0,408.0,17.0,6071
2012,Alabama,Mobile County,1097,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,1097
2012,Alabama,Madison County,1089,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,1089
2011,Washington,Walla Walla County,53071,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,53071
2011,West Virginia,Jefferson County,54037,0.0,0.0,14.0,0.0,0.0,182.0,182.0,14.0,54037
2011,Washington,Whatcom County,53073,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,53073
2011,Washington,Yakima County,53077,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,53077
2011,Wisconsin,Dane County,55025,0.0,0.0,8.0,0.0,0.0,104.0,104.0,8.0,55025
2011,Wisconsin,Milwaukee County,55079,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,55079
2011,Wisconsin,Walworth County,55127,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,55127
2011,Wisconsin,Wood County,55141,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,55141
2011,West Virginia,Berkeley County,54003,0.0,0.0,10.0,0.0,0.0,130.0,130.0,10.0,54003
2012,Alabama,Calhoun County,1015,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,1015
2012,Alabama,Lee County,1081,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,1081
2012,Alabama,Chilton County,1021,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,1021
2012,Alabama,Coffee County,1031,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,1031
2012,Alabama,Covington County,1039,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,1039
2012,Alabama,Etowah County,1055,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,1055
2012,Alabama,Houston County,1069,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,1069
2012,Alabama,Jefferson County,1073,0.0,0.0,7.0,0.0,0.0,91.0,91.0,7.0,1073
2012,Alabama,Lauderdale County,1077,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,1077
2012,Iowa,Des Moines County,19057,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,19057
2012,Iowa,Dubuque County,19061,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,19061
2012,Iowa,Johnson County,19103,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,19103
2012,Minnesota,St. Louis County,27137,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,27137
2012,Michigan,Ottawa County,26139,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,26139
2012,Michigan,Washtenaw County,26161,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,26161
2012,Michigan,Wayne County,26163,0.0,0.0,30.0,0.0,0.0,390.0,390.0,30.0,26163
2012,Minnesota,Dakota County,27037,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,27037
2012,Minnesota,Hennepin County,27053,2.0,0.0,4.0,400.0,0.0,52.0,452.0,6.0,27053
2012,Minnesota,Olmsted County,27109,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,27109
2012,Minnesota,Rice County,27131,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,27131
2012,Minnesota,Stearns County,27145,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,27145
2012,Michigan,Muskegon County,26121,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,26121
2012,Missouri,Clay County,29047,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,29047
2012,Missouri,Greene County,29077,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,29077
2012,Missouri,Jackson County,29095,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,29095
2012,Missouri,Jasper County,29097,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,29097
2012,Missouri,St. Louis County,29189,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,29189
2012,Mississippi,DeSoto County,28033,1.0,0.0,1.0,200.0,0.0,13.0,213.0,2.0,28033
2012,Mississippi,Grenada County,28043,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,28043
2012,Michigan,Oakland County,26125,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,26125
