fips,year,tot_pop
1001,1990,34353
1001,1991,35010
1001,1992,35985
1001,1993,36953
1001,1994,38186
1001,1995,39112
1001,1996,40207
1001,1997,41238
1001,1998,42106
1001,1999,42963
1001,2000,44021
1001,2001,44889
1001,2002,45909
1001,2003,46800
1001,2004,48366
1001,2005,49676
1001,2006,51328
1001,2007,52405
1001,2008,53277
1001,2009,54135
1001,2010,54632
1001,2011,55229
1001,2012,54970
1001,2013,54747
1001,2014,54922
1001,2015,54903
1001,2016,55302
1001,2017,55448
1001,2018,55533
1001,2019,55769
1001,2020,58915
1001,2021,59203
1001,2022,59726
1001,2023,60342
1001,2024,60342
1003,1990,98955
1003,1991,102420
1003,1992,106595
1003,1993,111416
1003,1994,116565
1003,1995,120896
1003,1996,125412
1003,1997,130164
1003,1998,134444
1003,1999,137555
1003,2000,141342
1003,2001,144875
1003,2002,147957
1003,2003,151509
1003,2004,156266
1003,2005,162183
1003,2006,168121
1003,2007,172404
1003,2008,175827
1003,2009,179406
1003,2010,183195
1003,2011,186579
1003,2012,190203
1003,2013,194978
1003,2014,199306
1003,2015,203101
1003,2016,207787
1003,2017,212737
1003,2018,218071
1003,2019,223565
1003,2020,233227
1003,2021,239439
1003,2022,246531
1003,2023,253507
1003,2024,253507
1005,1990,25505
1005,1991,26506
1005,1992,26941
1005,1993,27371
1005,1994,27751
1005,1995,27854
1005,1996,28298
1005,1997,28415
1005,1998,28841
1005,1999,28866
1005,2000,29015
1005,2001,28863
1005,2002,28653
1005,2003,28594
1005,2004,28287
1005,2005,28027
1005,2006,27861
1005,2007,27757
1005,2008,27808
1005,2009,27657
1005,2010,27411
1005,2011,27344
1005,2012,27172
1005,2013,26946
1005,2014,26768
1005,2015,26300
1005,2016,25828
1005,2017,25169
1005,2018,24887
1005,2019,24657
1005,2020,24969
1005,2021,24533
1005,2022,24700
1005,2023,24585
1005,2024,24585
1007,1990,16697
1007,1991,17071
1007,1992,17403
1007,1993,17757
1007,1994,18053
1007,1995,18507
1007,1996,18885
1007,1997,19388
1007,1998,19851
1007,1999,20560
1007,2000,19913
1007,2001,21028
1007,2002,21199
1007,2003,21399
1007,2004,21721
1007,2005,22042
1007,2006,22099
1007,2007,22438
1007,2008,22705
1007,2009,22941
1007,2010,22867
1007,2011,22736
1007,2012,22657
1007,2013,22510
1007,2014,22541
1007,2015,22553
1007,2016,22590
1007,2017,22532
1007,2018,22300
1007,2019,22313
1007,2020,22188
1007,2021,22359
1007,2022,21986
1007,2023,21868
1007,2024,21868
1009,1990,39473
1009,1991,40190
1009,1992,40822
1009,1993,41866
1009,1994,42520
1009,1995,44060
1009,1996,45344
1009,1997,47055
1009,1998,48824
1009,1999,50237
1009,2000,51107
1009,2001,51845
1009,2002,52551
1009,2003,53457
1009,2004,54124
1009,2005,54624
1009,2006,55485
1009,2007,56240
1009,2008,57055
1009,2009,57341
1009,2010,57338
1009,2011,57561
1009,2012,57585
1009,2013,57630
1009,2014,57536
1009,2015,57535
1009,2016,57487
1009,2017,57801
1009,2018,57770
1009,2019,57840
1009,2020,59107
1009,2021,59079
1009,2022,59516
1009,2023,59816
1009,2024,59816
1011,1990,11032
1011,1991,11188
1011,1992,11125
1011,1993,11219
1011,1994,11370
1011,1995,11431
1011,1996,11574
1011,1997,11624
1011,1998,11655
1011,1999,11755
1011,2000,11581
1011,2001,11358
1011,2002,11256
1011,2003,11316
1011,2004,11056
1011,2005,11011
1011,2006,10776
1011,2007,11011
1011,2008,10953
1011,2009,10987
1011,2010,10890
1011,2011,10680
1011,2012,10610
1011,2013,10557
1011,2014,10668
1011,2015,10404
1011,2016,10397
1011,2017,10181
1011,2018,10165
1011,2019,10144
1011,2020,10229
1011,2021,10143
1011,2022,10143
1011,2023,9897
1011,2024,9897
1013,1990,21886
1013,1991,21755
1013,1992,21794
1013,1993,21813
1013,1994,21851
1013,1995,21824
1013,1996,21863
1013,1997,21840
1013,1998,21718
1013,1999,21605
1013,2000,21325
1013,2001,21139
1013,2002,20803
1013,2003,20833
1013,2004,20870
1013,2005,20830
1013,2006,20815
1013,2007,20894
1013,2008,20949
1013,2009,20867
1013,2010,20951
1013,2011,20867
1013,2012,20672
1013,2013,20359
1013,2014,20332
1013,2015,20168
1013,2016,20040
1013,2017,19911
1013,2018,19675
1013,2019,19501
1013,2020,19025
1013,2021,18890
1013,2022,18668
1013,2023,18382
1013,2024,18382
1015,1990,116118
1015,1991,115247
1015,1992,115804
1015,1993,116324
1015,1994,116161
1015,1995,116790
1015,1996,116684
1015,1997,117254
1015,1998,117179
1015,1999,114910
1015,2000,111081
1015,2001,111266
1015,2002,111625
1015,2003,112705
1015,2004,113462
1015,2005,114477
1015,2006,115388
1015,2007,116211
1015,2008,117274
1015,2009,118363
1015,2010,118510
1015,2011,117767
1015,2012,117227
1015,2013,116528
1015,2014,115991
1015,2015,115550
1015,2016,115036
1015,2017,114746
1015,2018,114298
1015,2019,114070
1015,2020,116243
1015,2021,115678
1015,2022,115780
1015,2023,116429
1015,2024,116429
1017,1990,36884
1017,1991,36913
1017,1992,37045
1017,1993,37026
1017,1994,37066
1017,1995,37179
1017,1996,36907
1017,1997,36698
1017,1998,36808
1017,1999,36527
1017,2000,36571
1017,2001,36274
1017,2002,35965
1017,2003,35680
1017,2004,35463
1017,2005,35279
1017,2006,34945
1017,2007,34847
1017,2008,34563
1017,2009,34384
1017,2010,34157
1017,2011,34016
1017,2012,34088
1017,2013,34125
1017,2014,33964
1017,2015,33991
1017,2016,33742
1017,2017,33716
1017,2018,33570
1017,2019,33244
1017,2020,34651
1017,2021,34488
1017,2022,34164
1017,2023,34079
1017,2024,34079
1019,1990,19643
1019,1991,19876
1019,1992,20181
1019,1993,20712
1019,1994,21214
1019,1995,21871
1019,1996,22387
1019,1997,22911
1019,1998,23351
1019,1999,23605
1019,2000,24006
1019,2001,24182
1019,2002,24403
1019,2003,24591
1019,2004,24887
1019,2005,25031
1019,2006,25466
1019,2007,25553
1019,2008,25636
1019,2009,25854
1019,2010,25991
1019,2011,25993
1019,2012,25961
1019,2013,26022
1019,2014,25900
1019,2015,25739
1019,2016,25769
1019,2017,25822
1019,2018,26035
1019,2019,26254
1019,2020,24969
1019,2021,25074
1019,2022,25353
1019,2023,25666
1019,2024,25666
1021,1990,32550
1021,1991,33200
1021,1992,33503
1021,1993,34072
1021,1994,34739
1021,1995,35537
1021,1996,36467
1021,1997,37302
1021,1998,38069
1021,1999,38862
1021,2000,39897
1021,2001,40197
1021,2002,40683
1021,2003,41079
1021,2004,41534
1021,2005,41946
1021,2006,42318
1021,2007,42881
1021,2008,43239
1021,2009,43484
1021,2010,43682
1021,2011,43682
1021,2012,43572
1021,2013,43617
1021,2014,43751
1021,2015,43693
1021,2016,43854
1021,2017,44085
1021,2018,44084
1021,2019,44313
1021,2020,45057
1021,2021,45259
1021,2022,45848
1021,2023,46431
1021,2024,46431
1023,1990,15994
1023,1991,16044
1023,1992,16206
1023,1993,16228
1023,1994,16215
1023,1995,16195
1023,1996,16232
1023,1997,16162
1023,1998,16151
1023,1999,15931
1023,2000,15875
1023,2001,15677
1023,2002,15367
1023,2003,15199
1023,2004,14930
1023,2005,14545
1023,2006,14431
1023,2007,14216
1023,2008,14114
1023,2009,13976
1023,2010,13820
1023,2011,13608
1023,2012,13565
1023,2013,13401
1023,2014,13322
1023,2015,13237
1023,2016,13049
1023,2017,12923
1023,2018,12810
1023,2019,12577
1023,2020,12626
1023,2021,12548
1023,2022,12431
1023,2023,12252
1023,2024,12252
1025,1990,27289
1025,1991,27391
1025,1992,27522
1025,1993,27532
1025,1994,27646
1025,1995,27455
1025,1996,27503
1025,1997,27934
1025,1998,27756
1025,1999,27919
1025,2000,27819
1025,2001,27624
1025,2002,27267
1025,2003,27090
1025,2004,26958
1025,2005,26764
1025,2006,26755
1025,2007,26436
1025,2008,26283
1025,2009,26038
1025,2010,25763
1025,2011,25589
1025,2012,25161
1025,2013,25131
1025,2014,24873
1025,2015,24711
1025,2016,24342
1025,2017,24083
1025,2018,23965
1025,2019,23651
1025,2020,22987
1025,2021,22740
1025,2022,22574
1025,2023,22337
1025,2024,22337
1027,1990,13284
1027,1991,13314
1027,1992,13425
1027,1993,13518
1027,1994,13553
1027,1995,13590
1027,1996,13734
1027,1997,13963
1027,1998,14118
1027,1999,14174
1027,2000,14263
1027,2001,14298
1027,2002,14257
1027,2003,14203
1027,2004,14121
1027,2005,14077
1027,2006,14053
1027,2007,14085
1027,2008,14161
1027,2009,14006
1027,2010,13897
1027,2011,13687
1027,2012,13433
1027,2013,13406
1027,2014,13443
1027,2015,13415
1027,2016,13393
1027,2017,13355
1027,2018,13301
1027,2019,13265
1027,2020,14212
1027,2021,14170
1027,2022,14183
1027,2023,14111
1027,2024,14111
1029,1990,12724
1029,1991,12684
1029,1992,12850
1029,1993,13027
1029,1994,13030
1029,1995,13080
1029,1996,13254
1029,1997,13768
1029,1998,13921
1029,1999,14039
1029,2000,14172
1029,2001,14222
1029,2002,14416
1029,2003,14438
1029,2004,14339
1029,2005,14368
1029,2006,14538
1029,2007,14799
1029,2008,14874
1029,2009,14918
1029,2010,14988
1029,2011,14928
1029,2012,14889
1029,2013,14974
1029,2014,15029
1029,2015,14923
1029,2016,14871
1029,2017,14924
1029,2018,15047
1029,2019,14952
1029,2020,15064
1029,2021,15156
1029,2022,15372
1029,2023,15639
1029,2024,15639
1031,1990,40293
1031,1991,40577
1031,1992,41469
1031,1993,41910
1031,1994,42666
1031,1995,43174
1031,1996,43128
1031,1997,43201
1031,1998,43509
1031,1999,43667
1031,2000,43580
1031,2001,43716
1031,2002,43930
1031,2003,44315
1031,2004,45053
1031,2005,45604
1031,2006,46228
1031,2007,47458
1031,2008,48516
1031,2009,49440
1031,2010,50104
1031,2011,50449
1031,2012,51159
1031,2013,50709
1031,2014,50693
1031,2015,51004
1031,2016,51281
1031,2017,51943
1031,2018,52097
1031,2019,52639
1031,2020,53549
1031,2021,54199
1031,2022,54840
1031,2023,55643
1031,2024,55643
1033,1990,51876
1033,1991,52557
1033,1992,52827
1033,1993,53367
1033,1994,53454
1033,1995,53702
1033,1996,54163
1033,1997,54899
1033,1998,54928
1033,1999,54715
1033,2000,54997
1033,2001,54793
1033,2002,54536
1033,2003,54279
1033,2004,54380
1033,2005,54359
1033,2006,54413
1033,2007,54486
1033,2008,54473
1033,2009,54426
1033,2010,54433
1033,2011,54545
1033,2012,54578
1033,2013,54544
1033,2014,54484
1033,2015,54439
1033,2016,54483
1033,2017,54682
1033,2018,54970
1033,2019,55241
1033,2020,57304
1033,2021,57644
1033,2022,57993
1033,2023,58361
1033,2024,58361
1035,1990,14042
1035,1991,14331
1035,1992,14233
1035,1993,14255
1035,1994,14321
1035,1995,14322
1035,1996,14458
1035,1997,14361
1035,1998,14242
1035,1999,14158
1035,2000,14035
1035,2001,13940
1035,2002,13793
1035,2003,13585
1035,2004,13430
1035,2005,13421
1035,2006,13603
1035,2007,13441
1035,2008,13388
1035,2009,13274
1035,2010,13202
1035,2011,13194
1035,2012,13043
1035,2013,12908
1035,2014,12674
1035,2015,12677
1035,2016,12495
1035,2017,12431
1035,2018,12264
1035,2019,12055
1035,2020,11554
1035,2021,11320
1035,2022,11224
1035,2023,11174
1035,2024,11174
1037,1990,11071
1037,1991,11170
1037,1992,11177
1037,1993,11444
1037,1994,11794
1037,1995,11952
1037,1996,11854
1037,1997,11941
1037,1998,12007
1037,1999,12135
1037,2000,11844
1037,2001,11848
1037,2002,11740
1037,2003,11732
1037,2004,11560
1037,2005,11467
1037,2006,11451
1037,2007,11439
1037,2008,11493
1037,2009,11410
1037,2010,11556
1037,2011,11483
1037,2012,11343
1037,2013,11252
1037,2014,11037
1037,2015,10935
1037,2016,10812
1037,2017,10724
1037,2018,10619
1037,2019,10677
1037,2020,10335
1037,2021,10314
1037,2022,10307
1037,2023,10268
1037,2024,10268
1039,1990,36519
1039,1991,36620
1039,1992,36950
1039,1993,37218
1039,1994,37108
1039,1995,37489
1039,1996,37693
1039,1997,37759
1039,1998,37776
1039,1999,37843
1039,2000,37514
1039,2001,37069
1039,2002,36901
1039,2003,36860
1039,2004,36806
1039,2005,37204
1039,2006,37441
1039,2007,37631
1039,2008,37545
1039,2009,37648
1039,2010,37776
1039,2011,38023
1039,2012,37809
1039,2013,37820
1039,2014,37766
1039,2015,37566
1039,2016,37400
1039,2017,37077
1039,2018,36993
1039,2019,37082
1039,2020,37506
1039,2021,37570
1039,2022,37603
1039,2023,37952
1039,2024,37952
1041,1990,13598
1041,1991,13552
1041,1992,13511
1041,1993,13556
1041,1994,13476
1041,1995,13585
1041,1996,13576
1041,1997,13690
1041,1998,13599
1041,1999,13584
1041,2000,13692
1041,2001,13724
1041,2002,13635
1041,2003,13652
1041,2004,13727
1041,2005,13699
1041,2006,13880
1041,2007,13956
1041,2008,13922
1041,2009,14024
1041,2010,13857
1041,2011,13894
1041,2012,13914
1041,2013,13847
1041,2014,13851
1041,2015,13851
1041,2016,13911
1041,2017,13871
1041,2018,13855
1041,2019,13811
1041,2020,13163
1041,2021,13069
1041,2022,13048
1041,2023,13101
1041,2024,13101
1043,1990,67825
1043,1991,68740
1043,1992,69908
1043,1993,70889
1043,1994,72050
1043,1995,73037
1043,1996,74318
1043,1997,75147
1043,1998,76197
1043,1999,77065
1043,2000,77473
1043,2001,77415
1043,2002,77443
1043,2003,77657
1043,2004,78131
1043,2005,78692
1043,2006,79044
1043,2007,79576
1043,2008,80273
1043,2009,80351
1043,2010,80459
1043,2011,80419
1043,2012,80292
1043,2013,80704
1043,2014,81081
1043,2015,81771
1043,2016,82434
1043,2017,82830
1043,2018,83300
1043,2019,83644
1043,2020,88136
1043,2021,89639
1043,2022,90663
1043,2023,92016
1043,2024,92016
1045,1990,49600
1045,1991,49835
1045,1992,49833
1045,1993,49710
1045,1994,50424
1045,1995,50303
1045,1996,49536
1045,1997,49184
1045,1998,48991
1045,1999,49118
1045,2000,49124
1045,2001,49254
1045,2002,49373
1045,2003,49215
1045,2004,49245
1045,2005,49050
1045,2006,49077
1045,2007,49488
1045,2008,49871
1045,2009,49854
1045,2010,50358
1045,2011,50134
1045,2012,50313
1045,2013,49807
1045,2014,49465
1045,2015,49428
1045,2016,49476
1045,2017,49467
1045,2018,49268
1045,2019,49294
1045,2020,49257
1045,2021,49395
1045,2022,49495
1045,2023,49871
1045,2024,49871
1047,1990,48015
1047,1991,47857
1047,1992,47940
1047,1993,48002
1047,1994,47806
1047,1995,47706
1047,1996,47347
1047,1997,47104
1047,1998,46764
1047,1999,46722
1047,2000,46198
1047,2001,46132
1047,2002,45377
1047,2003,45170
1047,2004,44795
1047,2005,44434
1047,2006,44323
1047,2007,44194
1047,2008,44265
1047,2009,43759
1047,2010,43790
1047,2011,43254
1047,2012,42794
1047,2013,41981
1047,2014,41560
1047,2015,40947
1047,2016,40105
1047,2017,39263
1047,2018,38270
1047,2019,37182
1047,2020,38171
1047,2021,37515
1047,2022,36729
1047,2023,36165
1047,2024,36165
1049,1990,54875
1049,1991,55909
1049,1992,56883
1049,1993,58000
1049,1994,59551
1049,1995,59779
1049,1996,60358
1049,1997,61144
1049,1998,62325
1049,1999,63593
1049,2000,64650
1049,2001,65678
1049,2002,65861
1049,2003,66530
1049,2004,67260
1049,2005,67794
1049,2006,68495
1049,2007,69450
1049,2008,70228
1049,2009,70864
1049,2010,71151
1049,2011,71335
1049,2012,70913
1049,2013,70881
1049,2014,70963
1049,2015,71065
1049,2016,71116
1049,2017,71441
1049,2018,71430
1049,2019,71506
1049,2020,71659
1049,2021,71912
1049,2022,72082
1049,2023,72569
1049,2024,72569
1051,1990,49484
1051,1991,50732
1051,1992,52514
1051,1993,54245
1051,1994,55734
1051,1995,57402
1051,1996,58969
1051,1997,60809
1051,1998,62551
1051,1999,64668
1051,2000,66160
1051,2001,67459
1051,2002,68659
1051,2003,69935
1051,2004,71018
1051,2005,72978
1051,2006,75246
1051,2007,77124
1051,2008,77698
1051,2009,78632
1051,2010,79549
1051,2011,80005
1051,2012,80211
1051,2013,80557
1051,2014,80563
1051,2015,80903
1051,2016,81258
1051,2017,81452
1051,2018,81189
1051,2019,81575
1051,2020,87861
1051,2021,88789
1051,2022,89600
1051,2023,90441
1051,2024,90441
1053,1990,35526
1053,1991,35786
1053,1992,36320
1053,1993,36680
1053,1994,37003
1053,1995,37126
1053,1996,37460
1053,1997,37879
1053,1998,38145
1053,1999,38336
1053,2000,38325
1053,2001,38197
1053,2002,38035
1053,2003,37796
1053,2004,37713
1053,2005,37601
1053,2006,37673
1053,2007,37839
1053,2008,37929
1053,2009,38249
1053,2010,38292
1053,2011,38211
1053,2012,38029
1053,2013,37775
1053,2014,37749
1053,2015,37676
1053,2016,37500
1053,2017,37010
1053,2018,36515
1053,2019,36569
1053,2020,36685
1053,2021,36660
1053,2022,36636
1053,2023,36558
1053,2024,36558
1055,1990,99809
1055,1991,100365
1055,1992,100950
1055,1993,101310
1055,1994,102213
1055,1995,102342
1055,1996,103063
1055,1997,104129
1055,1998,104367
1055,1999,104002
1055,2000,103286
1055,2001,102976
1055,2002,102988
1055,2003,103025
1055,2004,103080
1055,2005,103174
1055,2006,103528
1055,2007,103893
1055,2008,104206
1055,2009,104239
1055,2010,104462
1055,2011,104356
1055,2012,104271
1055,2013,103891
1055,2014,103417
1055,2015,103033
1055,2016,102931
1055,2017,103076
1055,2018,102766
1055,2019,102460
1055,2020,103453
1055,2021,103010
1055,2022,102903
1055,2023,103241
1055,2024,103241
1057,1990,18006
1057,1991,18168
1057,1992,18192
1057,1993,18166
1057,1994,18221
1057,1995,18232
1057,1996,18329
1057,1997,18416
1057,1998,18465
1057,1999,18496
1057,2000,18512
1057,2001,18384
1057,2002,18278
1057,2003,18178
1057,2004,18022
1057,2005,18030
1057,2006,17767
1057,2007,17523
1057,2008,17541
1057,2009,17310
1057,2010,17219
1057,2011,17061
1057,2012,16955
1057,2013,16837
1057,2014,16784
1057,2015,16711
1057,2016,16581
1057,2017,16478
1057,2018,16451
1057,2019,16279
1057,2020,16331
1057,2021,16127
1057,2022,16082
1057,2023,15967
1057,2024,15967
1059,1990,27802
1059,1991,28126
1059,1992,28678
1059,1993,29121
1059,1994,29528
1059,1995,29949
1059,1996,30311
1059,1997,30676
1059,1998,30921
1059,1999,31163
1059,2000,31242
1059,2001,31190
1059,2002,30891
1059,2003,30874
1059,2004,30768
1059,2005,30968
1059,2006,31134
1059,2007,31004
1059,2008,31459
1059,2009,31589
1059,2010,31729
1059,2011,31776
1059,2012,31699
1059,2013,31566
1059,2014,31572
1059,2015,31532
1059,2016,31674
1059,2017,31670
1059,2018,31495
1059,2019,31587
1059,2020,32078
1059,2021,31998
1059,2022,31910
1059,2023,31802
1059,2024,31802
1061,1990,23734
1061,1991,24183
1061,1992,24208
1061,1993,24489
1061,1994,24761
1061,1995,24975
1061,1996,25136
1061,1997,25293
1061,1998,25365
1061,1999,25585
1061,2000,25740
1061,2001,25565
1061,2002,25580
1061,2003,25702
1061,2004,25772
1061,2005,25988
1061,2006,26271
1061,2007,26322
1061,2008,26646
1061,2009,26653
1061,2010,26815
1061,2011,26758
1061,2012,26928
1061,2013,26688
1061,2014,26605
1061,2015,26645
1061,2016,26497
1061,2017,26404
1061,2018,26296
1061,2019,26309
1061,2020,26698
1061,2021,26620
1061,2022,26760
1061,2023,26988
1061,2024,26988
1063,1990,10171
1063,1991,10257
1063,1992,10271
1063,1993,10216
1063,1994,10133
1063,1995,10082
1063,1996,10142
1063,1997,10130
1063,1998,10067
1063,1999,10004
1063,2000,9902
1063,2001,9866
1063,2002,9893
1063,2003,9805
1063,2004,9686
1063,2005,9675
1063,2006,9361
1063,2007,9385
1063,2008,9359
1063,2009,9182
1063,2010,8987
1063,2011,8903
1063,2012,8849
1063,2013,8749
1063,2014,8585
1063,2015,8509
1063,2016,8485
1063,2017,8312
1063,2018,8212
1063,2019,8104
1063,2020,7700
1063,2021,7614
1063,2022,7452
1063,2023,7341
1063,2024,7341
1065,1990,15533
1065,1991,15736
1065,1992,15945
1065,1993,16025
1065,1994,16125
1065,1995,16279
1065,1996,16449
1065,1997,16549
1065,1998,16862
1065,1999,16982
1065,2000,18194
1065,2001,17868
1065,2002,17376
1065,2003,17116
1065,2004,16765
1065,2005,16622
1065,2006,16427
1065,2007,16418
1065,2008,16260
1065,2009,16025
1065,2010,15708
1065,2011,15360
1065,2012,15366
1065,2013,15249
1065,2014,15047
1065,2015,15016
1065,2016,14845
1065,2017,14812
1065,2018,14773
1065,2019,14669
1065,2020,14772
1065,2021,14726
1065,2022,14599
1065,2023,14888
1065,2024,14888
1067,1990,15426
1067,1991,15684
1067,1992,15665
1067,1993,15794
1067,1994,15898
1067,1995,15875
1067,1996,15794
1067,1997,15961
1067,1998,16093
1067,1999,16129
1067,2000,16341
1067,2001,16358
1067,2002,16447
1067,2003,16563
1067,2004,16692
1067,2005,16752
1067,2006,16953
1067,2007,17108
1067,2008,17129
1067,2009,17243
1067,2010,17307
1067,2011,17377
1067,2012,17152
1067,2013,17128
1067,2014,17074
1067,2015,17097
1067,2016,17062
1067,2017,17105
1067,2018,17100
1067,2019,17125
1067,2020,17169
1067,2021,17433
1067,2022,17670
1067,2023,17899
1067,2024,17899
1069,1990,81666
1069,1991,82640
1069,1992,83763
1069,1993,84693
1069,1994,84377
1069,1995,85022
1069,1996,86130
1069,1997,86808
1069,1998,87469
1069,1999,88256
1069,2000,88943
1069,2001,89490
1069,2002,89940
1069,2003,91321
1069,2004,92593
1069,2005,93903
1069,2006,95846
1069,2007,97727
1069,2008,99183
1069,2009,100500
1069,2010,101888
1069,2011,102509
1069,2012,103410
1069,2013,103691
1069,2014,104216
1069,2015,104326
1069,2016,104355
1069,2017,104472
1069,2018,104943
1069,2019,106240
1069,2020,107284
1069,2021,107470
1069,2022,108047
1069,2023,108462
1069,2024,108462
1071,1990,47948
1071,1991,48595
1071,1992,49247
1071,1993,49907
1071,1994,50230
1071,1995,50948
1071,1996,51873
1071,1997,52121
1071,1998,52976
1071,1999,53433
1071,2000,53979
1071,2001,53997
1071,2002,53758
1071,2003,53711
1071,2004,53525
1071,2005,53332
1071,2006,53483
1071,2007,53333
1071,2008,53525
1071,2009,53461
1071,2010,53128
1071,2011,53240
1071,2012,53107
1071,2013,52986
1071,2014,52592
1071,2015,52229
1071,2016,52058
1071,2017,51865
1071,2018,51649
1071,2019,51672
1071,2020,52545
1071,2021,52719
1071,2022,52923
1071,2023,53467
1071,2024,53467
1073,1990,652239
1073,1991,656878
1073,1992,660713
1073,1993,663178
1073,1994,665429
1073,1995,666106
1073,1996,665943
1073,1997,664268
1073,1998,664457
1073,1999,662845
1073,2000,662033
1073,2001,660197
1073,2002,657518
1073,2003,657513
1073,2004,656023
1073,2005,654919
1073,2006,655893
1073,2007,655163
1073,2008,656510
1073,2009,658441
1073,2010,658555
1073,2011,658175
1073,2012,658183
1073,2013,659434
1073,2014,660185
1073,2015,660717
1073,2016,660507
1073,2017,659892
1073,2018,659672
1073,2019,658539
1073,2020,674717
1073,2021,669990
1073,2022,665084
1073,2023,662895
1073,2024,662895
1075,1990,15702
1075,1991,15717
1075,1992,15650
1075,1993,15808
1075,1994,15798
1075,1995,15784
1075,1996,15779
1075,1997,15833
1075,1998,15855
1075,1999,15889
1075,2000,15923
1075,2001,15632
1075,2002,15446
1075,2003,15258
1075,2004,15075
1075,2005,15009
1075,2006,14816
1075,2007,14901
1075,2008,14799
1075,2009,14689
1075,2010,14508
1075,2011,14292
1075,2012,14250
1075,2013,14214
1075,2014,14071
1075,2015,13931
1075,2016,13926
1075,2017,13885
1075,2018,13878
1075,2019,13817
1075,2020,13953
1075,2021,13736
1075,2022,13706
1075,2023,13661
1075,2024,13661
1077,1990,79962
1077,1991,81176
1077,1992,82347
1077,1993,83604
1077,1994,84332
1077,1995,85260
1077,1996,86155
1077,1997,86440
1077,1998,87113
1077,1999,87590
1077,2000,88039
1077,2001,87791
1077,2002,87627
1077,2003,88103
1077,2004,88732
1077,2005,89358
1077,2006,90294
1077,2007,91107
1077,2008,92202
1077,2009,92526
1077,2010,92679
1077,2011,92615
1077,2012,92687
1077,2013,92738
1077,2014,93049
1077,2015,92524
1077,2016,92521
1077,2017,92701
1077,2018,92733
1077,2019,93028
1077,2020,94025
1077,2021,94853
1077,2022,95875
1077,2023,96814
1077,2024,96814
1079,1990,31605
1079,1991,32178
1079,1992,32335
1079,1993,32712
1079,1994,32697
1079,1995,33177
1079,1996,33572
1079,1997,33857
1079,1998,34121
1079,1999,34537
1079,2000,34874
1079,2001,34870
1079,2002,34698
1079,2003,34488
1079,2004,34318
1079,2005,34435
1079,2006,34028
1079,2007,34293
1079,2008,34196
1079,2009,34315
1079,2010,34342
1079,2011,34026
1079,2012,33782
1079,2013,33553
1079,2014,33423
1079,2015,33116
1079,2016,33196
1079,2017,33035
1079,2018,32905
1079,2019,32851
1079,2020,33089
1079,2021,33073
1079,2022,33187
1079,2023,33502
1079,2024,33502
1081,1990,87735
1081,1991,89508
1081,1992,91572
1081,1993,94295
1081,1994,96057
1081,1995,99386
1081,1996,102185
1081,1997,106578
1081,1998,109936
1081,1999,112898
1081,2000,115430
1081,2001,116819
1081,2002,118392
1081,2003,120071
1081,2004,122274
1081,2005,126133
1081,2006,129247
1081,2007,131934
1081,2008,134524
1081,2009,138566
1081,2010,140780
1081,2011,144194
1081,2012,148670
1081,2013,151943
1081,2014,154682
1081,2015,157162
1081,2016,159446
1081,2017,161808
1081,2018,164206
1081,2019,165015
1081,2020,174754
1081,2021,177596
1081,2022,180698
1081,2023,183215
1081,2024,183215
1083,1990,54357
1083,1991,55654
1083,1992,57121
1083,1993,58482
1083,1994,59297
1083,1995,60076
1083,1996,61085
1083,1997,62411
1083,1998,63729
1083,1999,64880
1083,2000,65966
1083,2001,66936
1083,2002,67677
1083,2003,68578
1083,2004,69593
1083,2005,71303
1083,2006,73651
1083,2007,76063
1083,2008,78835
1083,2009,81326
1083,2010,83193
1083,2011,85553
1083,2012,87336
1083,2013,88931
1083,2014,90622
1083,2015,91596
1083,2016,92896
1083,2017,94144
1083,2018,96199
1083,2019,99136
1083,2020,104203
1083,2021,107303
1083,2022,110868
1083,2023,114654
1083,2024,114654
1085,1990,12668
1085,1991,12702
1085,1992,12740
1085,1993,12842
1085,1994,12864
1085,1995,13092
1085,1996,13004
1085,1997,13067
1085,1998,13239
1085,1999,13361
1085,2000,13471
1085,2001,13329
1085,2002,13231
1085,2003,12996
1085,2004,12623
1085,2005,12397
1085,2006,12124
1085,2007,11973
1085,2008,11813
1085,2009,11486
1085,2010,11259
1085,2011,11144
1085,2012,10857
1085,2013,10666
1085,2014,10497
1085,2015,10350
1085,2016,10245
1085,2017,10100
1085,2018,9969
1085,2019,9726
1085,2020,10285
1085,2021,9945
1085,2022,9783
1085,2023,9717
1085,2024,9717
1087,1990,24911
1087,1991,24626
1087,1992,24915
1087,1993,24779
1087,1994,24445
1087,1995,24150
1087,1996,24201
1087,1997,23844
1087,1998,24041
1087,1999,24085
1087,2000,24047
1087,2001,23925
1087,2002,23563
1087,2003,23110
1087,2004,22685
1087,2005,22388
1087,2006,22227
1087,2007,21942
1087,2008,21597
1087,2009,21190
1087,2010,21540
1087,2011,21299
1087,2012,20625
1087,2013,20043
1087,2014,19670
1087,2015,19331
1087,2016,19077
1087,2017,18828
1087,2018,18320
1087,2019,18065
1087,2020,19464
1087,2021,18905
1087,2022,18532
1087,2023,18370
1087,2024,18370
1089,1990,239996
1089,1991,246398
1089,1992,254049
1089,1993,262516
1089,1994,266323
1089,1995,265495
1089,1996,266447
1089,1997,267870
1089,1998,272798
1089,1999,274692
1089,2000,278006
1089,2001,281517
1089,2002,286439
1089,2003,291342
